id,title,artist,audio_url,audio_path,cover_url,cover_path,duration_seconds,created_at
3fad6a95-be33-4a23-a888-c6d2a5a70368,Mareez - E - Ishq | ZiD,Arijit Singh,https://ebrfekydopgadbzzmdwz.supabase.co/storage/v1/object/public/tracks-audio/d1078752-fabd-4dcf-8090-13f252a68496.m4a,d1078752-fabd-4dcf-8090-13f252a68496.m4a,https://ebrfekydopgadbzzmdwz.supabase.co/storage/v1/object/public/tracks-covers/917405eb-326a-439a-adf3-8101a1c3628d.jpg,917405eb-326a-439a-adf3-8101a1c3628d.jpg,210,2026-08-11 06:50:22.585294+00
749e5e16-2a6c-4b4a-aba8-3d4b777639fb,KALYANI (with Shreya Ghoshal),ARJN | KDS | FIFTY4 | RONN | SHREYA GHOSHAL,https://ebrfekydopgadbzzmdwz.supabase.co/storage/v1/object/public/tracks-audio/366b1f9b-53fb-4360-a750-0b936cb1569f.mp3,366b1f9b-53fb-4360-a750-0b936cb1569f.mp3,https://ebrfekydopgadbzzmdwz.supabase.co/storage/v1/object/public/tracks-covers/033fb3c7-e9aa-406e-a47e-a4f243655f02.jpg,033fb3c7-e9aa-406e-a47e-a4f243655f02.jpg,287,2026-08-11 06:55:47.917536+00
c36278e3-e354-4d9d-a491-ec832c9364f1,Tera Ghata,"Gajendra Verma , feat. Karishma Sharma",https://ebrfekydopgadbzzmdwz.supabase.co/storage/v1/object/public/tracks-audio/73b92336-8f32-4c96-b2be-40d17cfb0a13.mp3,73b92336-8f32-4c96-b2be-40d17cfb0a13.mp3,https://ebrfekydopgadbzzmdwz.supabase.co/storage/v1/object/public/tracks-covers/b16cc303-6c07-4a4b-a833-ec3eb73d0777.jpg,b16cc303-6c07-4a4b-a833-ec3eb73d0777.jpg,254,2026-08-11 06:45:39.393407+00
f6bac1e3-619d-45ab-b5d8-247791107fe9,Lutt Le Gaya,Shashwat Sachdev and Simran Choudhary,https://ebrfekydopgadbzzmdwz.supabase.co/storage/v1/object/public/tracks-audio/9c7a6ead-5b55-40e4-979b-3c32359ce428.mp3,9c7a6ead-5b55-40e4-979b-3c32359ce428.mp3,https://ebrfekydopgadbzzmdwz.supabase.co/storage/v1/object/public/tracks-covers/6b35471f-167b-4cbb-b3bd-db4402a504c7.jpg,6b35471f-167b-4cbb-b3bd-db4402a504c7.jpg,254,2026-08-11 02:50:05.612904+00
